RUN,GEN,SMILES,VINA
5,30,Cc1[nH+]oc2nc(-c3cccc4ccccc34)cc(C(=O)NC(=[NH2+])C3=N[N]C(=O)c4ccccc43)c12,-11.1
5,30,Cc1noc2nc(-c3cccc4ccccc34)cc(C(=O)/[NH+]=C(\N)C3=N[N]C(=O)c4ccccc43)c12,-11.1
5,30,Cc1noc2[nH+]c(-c3cccc4c3[nH]c3ccccc34)cc(C(=O)/N=C(\N)C3=N[N]C(=O)c4ccccc43)c12,-11.1
5,30,Cc1[nH+]oc2nc(-c3c(F)ccc4ccccc34)cc(C(=O)NC(=N)C3=N[N]C(=O)c4ccccc43)c12,-11.1
5,30,Cc1[nH+]oc2nc(-c3c(F)ccc4c3[nH]c3ccccc34)cc(C(=O)NC(=N)C3=N[N]C(=O)c4ccccc43)c12,-11.1
5,30,Cc1[nH+]oc2nc(-c3c(F)ccc4c5ccccc5n(C)c34)cc(C(=O)NC(=N)C3=N[N]C(=O)c4ccccc43)c12,-11.1
5,21,Cc1noc2nc(-c3cccc4ccccc34)cc(C(=O)NC(=N)C3=N[N]C(=O)c4ccccc43)c12,-11.1
5,28,Cc1noc2[nH+]c(-c3cccc4c3[nH]c3ccccc34)cc(C(=O)NC(=N)C3=N[N]C(=O)c4ccccc43)c12,-11.1
5,22,C=C1CCC[C@H]2C(=O)[N]N=C(C(=N)NC(=O)c3cc(-c4cccc5c6ccccc6n(C)c45)[nH+]c4o[nH+]c(C)c34)[C@@H]12,-11.1
0,23,C=C1Nc2cc(C(=O)N3CCC(c4n/[n+](=c5\ccn6cc[n-]c6c5F)c5n4CC=CC=5)CC3)cc(C)c2[NH+]=C1C,-11.1
0,23,Cc1nc2c(C)cc(C(=O)N3CCC(c4[nH]/[n+](=c5\ccn6cc[n-]c6c5F)c5[n+]4CC=CC=5)CC3)cc2[nH+]c1C,-11.1
0,27,C=C1Nc2cc(Cn3cc(C(=O)NC(=N)c4cccc5ccccc45)n[nH+]3)cc(C)c2NC1=C,-11.1
0,29,Cc1nc2c(C)cc(Cn3cc(C(=O)/[NH+]=C(/N=C=S)c4cccc5ccccc45)[nH+]n3)cc2[nH+]c1C,-11.1
3,30,Cn1[nH+]c(/C(N=[N+]=[N-])=[N+]2/CC[C@@]([O])(c3ccc[nH+]c3)[C@H](C(=O)c3ccc4c5c(cccc35)C=C4)C2)ccc1=O,-11.1
8,30,C=C1[N]C(=C2CC[NH+](Cc3cccc4c3oc3ccccc34)CC2)n2c(=O)c3c(Cl)ccnc3c[n+]21,-11.1
8,30,C=C1[N]C(=C2CC[NH+](C(=O)c3cccc4c3oc3ccccc34)CC2)n2c(=O)c3c(N=[N+]=[N-])ccnc3c[n+]21,-11.1
8,30,C=C1[N]C(=C2CCN(Cc3cccc4c3oc3ccccc34)CC2)n2c(=O)c3c(Cl)cc[nH+]c3c[n+]21,-11.1
8,30,C=C1[N]C(=C2CC[NH+](C[C@@]3(F)C=CC=C4C=CC=C[C@@]43C)CC2)n2c(=O)c3c(Cl)ccnc3c[n+]21,-11.1
8,30,Cc1cc2c(cc1F)c(C(=O)N1CCC3(CC1)C(=O)[N-]c1ccc(F)cc13)cc1nccnc12,-11.1
8,30,C=C1[N]C(=C2CC[NH+](C[C@]3(F)C=CC=C4C=CC=C[C@@]43C)CC2)n2c(=O)c3c(Cl)cc[nH+]c3c[n+]21,-11.1
8,30,C=C1[N]C(=C2CC[NH+](C(=O)c3cccc4c3oc3ccccc34)CC2)n2c(=O)c3c(Cl)cc[nH+]c3c[n+]21,-11.1
8,30,Cc1c(F)cc2c(C(=O)[NH+]3CCC4(CC3)C(O)=Nc3ccc(F)cc34)cc3ncc[nH+]c3c2c1F,-11.1
8,30,C=C1[N]C(=C2CCN(Cc3cccc4cc(C)ccc34)CC2)n2c(=O)c3c(N=[N+]=[N-])cc[nH+]c3c[n+]21,-11.1
6,30,Cc1nc(N2CCC(=C(O)NC(=O)[C@H]3C[C@@H](F)[C@@H]4C=Cc5cccc3c54)CC2)nc2ccc(F)cc12,-11.1
